"player_name","player_url","season_injured","injury","injured_since","injured_until","duration","games_missed","club"
"
                                Joel Matip            ","https://www.transfermarkt.com/joel-matip/profil/spieler/82105","21/22","Ill",2022-03-03,2022-03-07,"4 days","1","Liverpool FC"
"
                                Joel Matip            ","https://www.transfermarkt.com/joel-matip/profil/spieler/82105","21/22","Corona virus",2021-12-30,2022-01-06,"7 days","1","Liverpool FC"
"
                                Joel Matip            ","https://www.transfermarkt.com/joel-matip/profil/spieler/82105","20/21","Ankle injury",2021-01-28,2021-07-01,"154 days","23","Liverpool FC"
"
                                Joel Matip            ","https://www.transfermarkt.com/joel-matip/profil/spieler/82105","20/21","Groin problems",2020-12-28,2021-01-21,"24 days","5","Liverpool FC"
"
                                Joel Matip            ","https://www.transfermarkt.com/joel-matip/profil/spieler/82105","20/21","Back problems",2020-12-14,2020-12-17,"3 days","1","Liverpool FC"
"
                                Joel Matip            ","https://www.transfermarkt.com/joel-matip/profil/spieler/82105","20/21","bruise",2020-10-19,2020-11-02,"14 days","4","Liverpool FC"
"
                                Joel Matip            ","https://www.transfermarkt.com/joel-matip/profil/spieler/82105","20/21","Thigh problems",2020-09-14,2020-10-15,"31 days","5","Liverpool FC"
"
                                Joel Matip            ","https://www.transfermarkt.com/joel-matip/profil/spieler/82105","20/21","Ankle injury",2020-06-22,2020-07-30,"38 days","8","Liverpool FC"
"
                                Joel Matip            ","https://www.transfermarkt.com/joel-matip/profil/spieler/82105","19/20","Knee injury",2019-10-28,2020-01-16,"80 days","19","Liverpool FC"
"
                                Joel Matip            ","https://www.transfermarkt.com/joel-matip/profil/spieler/82105","18/19","Broken collarbone",2018-12-13,2019-01-10,"28 days","6","Liverpool FC"
"
                                Joel Matip            ","https://www.transfermarkt.com/joel-matip/profil/spieler/82105","17/18","Hamstring injury",2018-04-02,2018-07-02,"91 days","11","Liverpool FC"
